#epoch	dn	rthresh	max_below_thresh_ratio	tp	tn	fp	fn	num_correct	accuracy	total
26	5_yneuron_epoch_26.dn	0.35	0.15	0	1343	0	295	1343	0.819902319902	1638
26	5_yneuron_epoch_26.dn	0.35	0.2	5	1343	0	290	1348	0.822954822955	1638
26	5_yneuron_epoch_26.dn	0.35	0.25	47	1343	0	248	1389	0.847985347985	1638
26	5_yneuron_epoch_26.dn	0.35	0.3	132	1343	0	163	1471	0.898046398046	1638
26	5_yneuron_epoch_26.dn	0.35	0.35	209	1335	0	94	1532	0.935286935287	1638
26	5_yneuron_epoch_26.dn	0.35	0.4	243	1282	0	113	1511	0.922466422466	1638
26	5_yneuron_epoch_26.dn	0.35	0.45	264	1257	0	117	1507	0.920024420024	1638
26	5_yneuron_epoch_26.dn	0.35	0.5	274	1228	0	136	1487	0.907814407814	1638
26	5_yneuron_epoch_26.dn	0.35	0.6	286	1161	0	191	1432	0.874236874237	1638
26	5_yneuron_epoch_26.dn	0.35	0.7	292	1050	0	296	1327	0.810134310134	1638
26	5_yneuron_epoch_26.dn	0.35	0.8	294	726	0	618	1005	0.613553113553	1638
26	5_yneuron_epoch_26.dn	0.35	0.9	295	238	0	1105	518	0.316239316239	1638
26	5_yneuron_epoch_26.dn	0.4	0.05	0	1343	0	295	1343	0.819902319902	1638
26	5_yneuron_epoch_26.dn	0.4	0.1	0	1343	0	295	1343	0.819902319902	1638
26	5_yneuron_epoch_26.dn	0.4	0.15	0	1343	0	295	1343	0.819902319902	1638
26	5_yneuron_epoch_26.dn	0.4	0.2	4	1343	0	291	1347	0.822344322344	1638
26	5_yneuron_epoch_26.dn	0.4	0.25	40	1343	0	255	1382	0.843711843712	1638
26	5_yneuron_epoch_26.dn	0.4	0.3	126	1343	0	169	1466	0.894993894994	1638
26	5_yneuron_epoch_26.dn	0.4	0.35	204	1336	0	98	1529	0.933455433455	1638
26	5_yneuron_epoch_26.dn	0.4	0.4	240	1287	0	111	1513	0.923687423687	1638
26	5_yneuron_epoch_26.dn	0.4	0.45	263	1259	0	116	1508	0.920634920635	1638
26	5_yneuron_epoch_26.dn	0.4	0.5	273	1234	0	131	1492	0.910866910867	1638
26	5_yneuron_epoch_26.dn	0.4	0.6	286	1165	0	187	1436	0.876678876679	1638
26	5_yneuron_epoch_26.dn	0.4	0.7	291	1060	0	287	1336	0.815628815629	1638
26	5_yneuron_epoch_26.dn	0.4	0.8	294	748	0	596	1027	0.626984126984	1638
26	5_yneuron_epoch_26.dn	0.4	0.9	295	251	0	1092	531	0.324175824176	1638
26	5_yneuron_epoch_26.dn	0.45	0.05	0	1343	0	295	1343	0.819902319902	1638
26	5_yneuron_epoch_26.dn	0.45	0.1	0	1343	0	295	1343	0.819902319902	1638
26	5_yneuron_epoch_26.dn	0.45	0.15	0	1343	0	295	1343	0.819902319902	1638
26	5_yneuron_epoch_26.dn	0.45	0.2	3	1343	0	292	1346	0.821733821734	1638
26	5_yneuron_epoch_26.dn	0.45	0.25	32	1343	0	263	1375	0.839438339438	1638
26	5_yneuron_epoch_26.dn	0.45	0.3	120	1343	0	175	1460	0.891330891331	1638
26	5_yneuron_epoch_26.dn	0.45	0.35	191	1340	0	107	1520	0.927960927961	1638
26	5_yneuron_epoch_26.dn	0.45	0.4	238	1292	0	108	1516	0.925518925519	1638
26	5_yneuron_epoch_26.dn	0.45	0.45	259	1262	0	117	1507	0.920024420024	1638
26	5_yneuron_epoch_26.dn	0.45	0.5	270	1238	0	130	1494	0.912087912088	1638
26	5_yneuron_epoch_26.dn	0.45	0.6	285	1170	0	183	1440	0.879120879121	1638
26	5_yneuron_epoch_26.dn	0.45	0.7	291	1076	0	271	1352	0.825396825397	1638
26	5_yneuron_epoch_26.dn	0.45	0.8	294	767	0	577	1046	0.638583638584	1638
26	5_yneuron_epoch_26.dn	0.45	0.9	295	267	0	1076	547	0.333943833944	1638
26	5_yneuron_epoch_26.dn	0.5	0.05	0	1343	0	295	1343	0.819902319902	1638
26	5_yneuron_epoch_26.dn	0.5	0.1	0	1343	0	295	1343	0.819902319902	1638
26	5_yneuron_epoch_26.dn	0.5	0.15	0	1343	0	295	1343	0.819902319902	1638
26	5_yneuron_epoch_26.dn	0.5	0.2	3	1343	0	292	1346	0.821733821734	1638
26	5_yneuron_epoch_26.dn	0.5	0.25	29	1343	0	266	1372	0.837606837607	1638
26	5_yneuron_epoch_26.dn	0.5	0.3	110	1343	0	185	1451	0.885836385836	1638
26	5_yneuron_epoch_26.dn	0.5	0.35	184	1342	0	112	1516	0.925518925519	1638
26	5_yneuron_epoch_26.dn	0.5	0.4	233	1296	0	109	1516	0.925518925519	1638
26	5_yneuron_epoch_26.dn	0.5	0.45	259	1268	0	111	1513	0.923687423687	1638
26	5_yneuron_epoch_26.dn	0.5	0.5	270	1243	0	125	1499	0.91514041514	1638
26	5_yneuron_epoch_26.dn	0.5	0.6	285	1173	0	180	1443	0.880952380952	1638
26	5_yneuron_epoch_26.dn	0.5	0.7	290	1087	0	261	1362	0.831501831502	1638
26	5_yneuron_epoch_26.dn	0.5	0.8	293	784	0	561	1062	0.648351648352	1638
26	5_yneuron_epoch_26.dn	0.5	0.9	295	278	0	1065	558	0.340659340659	1638
26	5_yneuron_epoch_26.dn	0.6	0.05	0	1343	0	295	1343	0.819902319902	1638
26	5_yneuron_epoch_26.dn	0.6	0.1	0	1343	0	295	1343	0.819902319902	1638
26	5_yneuron_epoch_26.dn	0.6	0.15	0	1343	0	295	1343	0.819902319902	1638
26	5_yneuron_epoch_26.dn	0.6	0.2	2	1343	0	293	1345	0.821123321123	1638
26	5_yneuron_epoch_26.dn	0.6	0.25	21	1343	0	274	1364	0.832722832723	1638
26	5_yneuron_epoch_26.dn	0.6	0.3	94	1343	0	201	1435	0.876068376068	1638
26	5_yneuron_epoch_26.dn	0.6	0.35	166	1343	0	129	1503	0.917582417582	1638
26	5_yneuron_epoch_26.dn	0.6	0.4	224	1310	0	104	1521	0.928571428571	1638
26	5_yneuron_epoch_26.dn	0.6	0.45	254	1275	0	109	1515	0.924908424908	1638
26	5_yneuron_epoch_26.dn	0.6	0.5	267	1255	0	116	1508	0.920634920635	1638
26	5_yneuron_epoch_26.dn	0.6	0.6	283	1181	0	174	1449	0.884615384615	1638
26	5_yneuron_epoch_26.dn	0.6	0.7	288	1107	0	243	1380	0.842490842491	1638
26	5_yneuron_epoch_26.dn	0.6	0.8	293	823	0	522	1101	0.672161172161	1638
26	5_yneuron_epoch_26.dn	0.6	0.9	295	308	0	1035	588	0.358974358974	1638
26	5_yneuron_epoch_26.dn	0.7	0.05	0	1343	0	295	1343	0.819902319902	1638
26	5_yneuron_epoch_26.dn	0.7	0.1	0	1343	0	295	1343	0.819902319902	1638
26	5_yneuron_epoch_26.dn	0.7	0.15	0	1343	0	295	1343	0.819902319902	1638
26	5_yneuron_epoch_26.dn	0.7	0.2	2	1343	0	293	1345	0.821123321123	1638
26	5_yneuron_epoch_26.dn	0.7	0.25	15	1343	0	280	1358	0.82905982906	1638
26	5_yneuron_epoch_26.dn	0.7	0.3	67	1343	0	228	1409	0.860195360195	1638
26	5_yneuron_epoch_26.dn	0.7	0.35	146	1343	0	149	1485	0.906593406593	1638
26	5_yneuron_epoch_26.dn	0.7	0.4	214	1322	0	102	1523	0.929792429792	1638
26	5_yneuron_epoch_26.dn	0.7	0.45	245	1283	0	110	1514	0.924297924298	1638
26	5_yneuron_epoch_26.dn	0.7	0.5	265	1260	0	113	1511	0.922466422466	1638
26	5_yneuron_epoch_26.dn	0.7	0.6	279	1194	0	165	1458	0.89010989011	1638
26	5_yneuron_epoch_26.dn	0.7	0.7	286	1128	0	224	1399	0.85409035409	1638
26	5_yneuron_epoch_26.dn	0.7	0.8	293	858	0	487	1136	0.693528693529	1638
26	5_yneuron_epoch_26.dn	0.7	0.9	295	342	0	1001	622	0.379731379731	1638
26	5_yneuron_epoch_26.dn	0.8	0.05	0	1343	0	295	1343	0.819902319902	1638
26	5_yneuron_epoch_26.dn	0.8	0.1	0	1343	0	295	1343	0.819902319902	1638
26	5_yneuron_epoch_26.dn	0.8	0.15	0	1343	0	295	1343	0.819902319902	1638
26	5_yneuron_epoch_26.dn	0.8	0.2	0	1343	0	295	1343	0.819902319902	1638
26	5_yneuron_epoch_26.dn	0.8	0.25	6	1343	0	289	1349	0.823565323565	1638
26	5_yneuron_epoch_26.dn	0.8	0.3	49	1343	0	246	1391	0.849206349206	1638
26	5_yneuron_epoch_26.dn	0.8	0.35	135	1343	0	160	1474	0.899877899878	1638
26	5_yneuron_epoch_26.dn	0.8	0.4	205	1333	0	100	1525	0.931013431013	1638
26	5_yneuron_epoch_26.dn	0.8	0.45	235	1291	0	112	1512	0.923076923077	1638
26	5_yneuron_epoch_26.dn	0.8	0.5	262	1266	0	110	1514	0.924297924298	1638
26	5_yneuron_epoch_26.dn	0.8	0.6	277	1218	0	143	1480	0.903540903541	1638
26	5_yneuron_epoch_26.dn	0.8	0.7	285	1141	0	212	1411	0.861416361416	1638
26	5_yneuron_epoch_26.dn	0.8	0.8	293	890	0	455	1168	0.713064713065	1638
26	5_yneuron_epoch_26.dn	0.8	0.9	295	390	0	953	670	0.409035409035	1638
26	5_yneuron_epoch_26.dn	0.9	0.05	0	1343	0	295	1343	0.819902319902	1638
26	5_yneuron_epoch_26.dn	0.9	0.1	0	1343	0	295	1343	0.819902319902	1638
26	5_yneuron_epoch_26.dn	0.9	0.15	0	1343	0	295	1343	0.819902319902	1638
26	5_yneuron_epoch_26.dn	0.9	0.2	0	1343	0	295	1343	0.819902319902	1638
26	5_yneuron_epoch_26.dn	0.9	0.25	3	1343	0	292	1346	0.821733821734	1638
26	5_yneuron_epoch_26.dn	0.9	0.3	40	1343	0	255	1383	0.844322344322	1638
26	5_yneuron_epoch_26.dn	0.9	0.35	116	1343	0	179	1456	0.888888888889	1638
26	5_yneuron_epoch_26.dn	0.9	0.4	180	1340	0	118	1510	0.921855921856	1638
26	5_yneuron_epoch_26.dn	0.9	0.45	227	1298	0	113	1511	0.922466422466	1638
26	5_yneuron_epoch_26.dn	0.9	0.5	254	1273	0	111	1513	0.923687423687	1638
26	5_yneuron_epoch_26.dn	0.9	0.6	274	1236	0	128	1496	0.913308913309	1638
26	5_yneuron_epoch_26.dn	0.9	0.7	284	1158	0	196	1427	0.871184371184	1638
26	5_yneuron_epoch_26.dn	0.9	0.8	293	930	0	415	1208	0.737484737485	1638
26	5_yneuron_epoch_26.dn	0.9	0.9	295	432	0	911	712	0.434676434676	1638
27	5_yneuron_epoch_27.dn	0.05	0.05	0	1343	0	295	1343	0.819902319902	1638
27	5_yneuron_epoch_27.dn	0.05	0.1	0	1343	0	295	1343	0.819902319902	1638
27	5_yneuron_epoch_27.dn	0.05	0.15	1	1343	0	294	1344	0.820512820513	1638
27	5_yneuron_epoch_27.dn	0.05	0.2	18	1343	0	277	1361	0.830891330891	1638
27	5_yneuron_epoch_27.dn	0.05	0.25	91	1343	0	204	1432	0.874236874237	1638
27	5_yneuron_epoch_27.dn	0.05	0.3	182	1343	0	113	1515	0.924908424908	1638
27	5_yneuron_epoch_27.dn	0.05	0.35	230	1300	0	108	1517	0.926129426129	1638
27	5_yneuron_epoch_27.dn	0.05	0.4	257	1263	0	118	1506	0.919413919414	1638
27	5_yneuron_epoch_27.dn	0.05	0.45	274	1228	0	136	1487	0.907814407814	1638
27	5_yneuron_epoch_27.dn	0.05	0.5	281	1189	0	168	1455	0.888278388278	1638
27	5_yneuron_epoch_27.dn	0.05	0.6	287	1145	0	206	1417	0.865079365079	1638
27	5_yneuron_epoch_27.dn	0.05	0.7	292	989	0	357	1266	0.772893772894	1638
27	5_yneuron_epoch_27.dn	0.05	0.8	294	641	0	703	920	0.561660561661	1638
27	5_yneuron_epoch_27.dn	0.05	0.9	295	184	0	1159	464	0.283272283272	1638
27	5_yneuron_epoch_27.dn	0.1	0.05	0	1343	0	295	1343	0.819902319902	1638
27	5_yneuron_epoch_27.dn	0.1	0.1	0	1343	0	295	1343	0.819902319902	1638
27	5_yneuron_epoch_27.dn	0.1	0.15	0	1343	0	295	1343	0.819902319902	1638
27	5_yneuron_epoch_27.dn	0.1	0.2	16	1343	0	279	1359	0.82967032967	1638
27	5_yneuron_epoch_27.dn	0.1	0.25	82	1343	0	213	1424	0.869352869353	1638
27	5_yneuron_epoch_27.dn	0.1	0.3	174	1343	0	121	1509	0.921245421245	1638
27	5_yneuron_epoch_27.dn	0.1	0.35	230	1306	0	102	1523	0.929792429792	1638
27	5_yneuron_epoch_27.dn	0.1	0.4	257	1266	0	115	1509	0.921245421245	1638
27	5_yneuron_epoch_27.dn	0.1	0.45	271	1233	0	134	1489	0.909035409035	1638
27	5_yneuron_epoch_27.dn	0.1	0.5	280	1195	0	163	1460	0.891330891331	1638
27	5_yneuron_epoch_27.dn	0.1	0.6	286	1146	0	206	1417	0.865079365079	1638
27	5_yneuron_epoch_27.dn	0.1	0.7	292	998	0	348	1275	0.778388278388	1638
27	5_yneuron_epoch_27.dn	0.1	0.8	294	654	0	690	933	0.569597069597	1638
27	5_yneuron_epoch_27.dn	0.1	0.9	295	189	0	1154	469	0.286324786325	1638
27	5_yneuron_epoch_27.dn	0.15	0.05	0	1343	0	295	1343	0.819902319902	1638
27	5_yneuron_epoch_27.dn	0.15	0.1	0	1343	0	295	1343	0.819902319902	1638
27	5_yneuron_epoch_27.dn	0.15	0.15	0	1343	0	295	1343	0.819902319902	1638
27	5_yneuron_epoch_27.dn	0.15	0.2	14	1343	0	281	1357	0.828449328449	1638
27	5_yneuron_epoch_27.dn	0.15	0.25	75	1343	0	220	1417	0.865079365079	1638
27	5_yneuron_epoch_27.dn	0.15	0.3	165	1343	0	130	1502	0.916971916972	1638
27	5_yneuron_epoch_27.dn	0.15	0.35	228	1315	0	95	1530	0.934065934066	1638
27	5_yneuron_epoch_27.dn	0.15	0.4	254	1270	0	114	1510	0.921855921856	1638
27	5_yneuron_epoch_27.dn	0.15	0.45	269	1243	0	126	1498	0.91452991453	1638
27	5_yneuron_epoch_27.dn	0.15	0.5	280	1200	0	158	1465	0.894383394383	1638
27	5_yneuron_epoch_27.dn	0.15	0.6	286	1150	0	202	1421	0.867521367521	1638
27	5_yneuron_epoch_27.dn	0.15	0.7	292	1013	0	333	1290	0.787545787546	1638
27	5_yneuron_epoch_27.dn	0.15	0.8	294	666	0	678	945	0.576923076923	1638
27	5_yneuron_epoch_27.dn	0.15	0.9	295	197	0	1146	477	0.291208791209	1638
27	5_yneuron_epoch_27.dn	0.2	0.05	0	1343	0	295	1343	0.819902319902	1638
27	5_yneuron_epoch_27.dn	0.2	0.1	0	1343	0	295	1343	0.819902319902	1638
27	5_yneuron_epoch_27.dn	0.2	0.15	0	1343	0	295	1343	0.819902319902	1638
27	5_yneuron_epoch_27.dn	0.2	0.2	12	1343	0	283	1355	0.827228327228	1638
27	5_yneuron_epoch_27.dn	0.2	0.25	67	1343	0	228	1409	0.860195360195	1638
27	5_yneuron_epoch_27.dn	0.2	0.3	152	1343	0	143	1491	0.910256410256	1638
27	5_yneuron_epoch_27.dn	0.2	0.35	226	1323	0	89	1536	0.937728937729	1638
27	5_yneuron_epoch_27.dn	0.2	0.4	252	1273	0	113	1511	0.922466422466	1638
27	5_yneuron_epoch_27.dn	0.2	0.45	269	1247	0	122	1502	0.916971916972	1638
27	5_yneuron_epoch_27.dn	0.2	0.5	280	1208	0	150	1473	0.899267399267	1638
27	5_yneuron_epoch_27.dn	0.2	0.6	286	1153	0	199	1424	0.869352869353	1638
27	5_yneuron_epoch_27.dn	0.2	0.7	292	1024	0	322	1301	0.794261294261	1638
27	5_yneuron_epoch_27.dn	0.2	0.8	294	683	0	661	962	0.587301587302	1638
27	5_yneuron_epoch_27.dn	0.2	0.9	295	205	0	1138	485	0.296092796093	1638
27	5_yneuron_epoch_27.dn	0.25	0.05	0	1343	0	295	1343	0.819902319902	1638
27	5_yneuron_epoch_27.dn	0.25	0.1	0	1343	0	295	1343	0.819902319902	1638
27	5_yneuron_epoch_27.dn	0.25	0.15	0	1343	0	295	1343	0.819902319902	1638
27	5_yneuron_epoch_27.dn	0.25	0.2	7	1343	0	288	1350	0.824175824176	1638
27	5_yneuron_epoch_27.dn	0.25	0.25	63	1343	0	232	1405	0.857753357753	1638
27	5_yneuron_epoch_27.dn	0.25	0.3	144	1343	0	151	1483	0.905372405372	1638
27	5_yneuron_epoch_27.dn	0.25	0.35	223	1328	0	87	1538	0.93894993895	1638
27	5_yneuron_epoch_27.dn	0.25	0.4	248	1277	0	113	1511	0.922466422466	1638
27	5_yneuron_epoch_27.dn	0.25	0.45	269	1250	0	119	1505	0.918803418803	1638
27	5_yneuron_epoch_27.dn	0.25	0.5	278	1214	0	146	1477	0.901709401709	1638
27	5_yneuron_epoch_27.dn	0.25	0.6	286	1153	0	199	1424	0.869352869353	1638
27	5_yneuron_epoch_27.dn	0.25	0.7	292	1035	0	311	1312	0.800976800977	1638
27	5_yneuron_epoch_27.dn	0.25	0.8	294	700	0	644	979	0.59768009768	1638
27	5_yneuron_epoch_27.dn	0.25	0.9	295	214	0	1129	494	0.301587301587	1638
27	5_yneuron_epoch_27.dn	0.3	0.05	0	1343	0	295	1343	0.819902319902	1638
27	5_yneuron_epoch_27.dn	0.3	0.1	0	1343	0	295	1343	0.819902319902	1638
27	5_yneuron_epoch_27.dn	0.3	0.15	0	1343	0	295	1343	0.819902319902	1638
27	5_yneuron_epoch_27.dn	0.3	0.2	6	1343	0	289	1349	0.823565323565	1638
27	5_yneuron_epoch_27.dn	0.3	0.25	58	1343	0	237	1400	0.854700854701	1638
27	5_yneuron_epoch_27.dn	0.3	0.3	142	1343	0	153	1481	0.904151404151	1638
27	5_yneuron_epoch_27.dn	0.3	0.35	218	1331	0	89	1536	0.937728937729	1638
27	5_yneuron_epoch_27.dn	0.3	0.4	246	1280	0	112	1512	0.923076923077	1638
27	5_yneuron_epoch_27.dn	0.3	0.45	264	1251	0	123	1501	0.916361416361	1638
27	5_yneuron_epoch_27.dn	0.3	0.5	275	1220	0	143	1480	0.903540903541	1638
27	5_yneuron_epoch_27.dn	0.3	0.6	286	1157	0	195	1428	0.871794871795	1638
27	5_yneuron_epoch_27.dn	0.3	0.7	291	1045	0	302	1321	0.806471306471	1638
27	5_yneuron_epoch_27.dn	0.3	0.8	294	711	0	633	990	0.604395604396	1638
27	5_yneuron_epoch_27.dn	0.3	0.9	295	227	0	1116	507	0.309523809524	1638
27	5_yneuron_epoch_27.dn	0.35	0.05	0	1343	0	295	1343	0.819902319902	1638
27	5_yneuron_epoch_27.dn	0.35	0.1	0	1343	0	295	1343	0.819902319902	1638
27	5_yneuron_epoch_27.dn	0.35	0.15	0	1343	0	295	1343	0.819902319902	1638
27	5_yneuron_epoch_27.dn	0.35	0.2	5	1343	0	290	1348	0.822954822955	1638
27	5_yneuron_epoch_27.dn	0.35	0.25	46	1343	0	249	1388	0.847374847375	1638
27	5_yneuron_epoch_27.dn	0.35	0.3	132	1343	0	163	1471	0.898046398046	1638
27	5_yneuron_epoch_27.dn	0.35	0.35	209	1334	0	95	1531	0.934676434676	1638
27	5_yneuron_epoch_27.dn	0.35	0.4	242	1282	0	114	1510	0.921855921856	1638
27	5_yneuron_epoch_27.dn	0.35	0.45	264	1257	0	117	1507	0.920024420024	1638
27	5_yneuron_epoch_27.dn	0.35	0.5	274	1228	0	136	1487	0.907814407814	1638
27	5_yneuron_epoch_27.dn	0.35	0.6	286	1161	0	191	1432	0.874236874237	1638
27	5_yneuron_epoch_27.dn	0.35	0.7	291	1050	0	297	1326	0.809523809524	1638
27	5_yneuron_epoch_27.dn	0.35	0.8	294	727	0	617	1006	0.614163614164	1638
27	5_yneuron_epoch_27.dn	0.35	0.9	295	239	0	1104	519	0.31684981685	1638
27	5_yneuron_epoch_27.dn	0.4	0.05	0	1343	0	295	1343	0.819902319902	1638
27	5_yneuron_epoch_27.dn	0.4	0.1	0	1343	0	295	1343	0.819902319902	1638
27	5_yneuron_epoch_27.dn	0.4	0.15	0	1343	0	295	1343	0.819902319902	1638
27	5_yneuron_epoch_27.dn	0.4	0.2	4	1343	0	291	1347	0.822344322344	1638
27	5_yneuron_epoch_27.dn	0.4	0.25	40	1343	0	255	1382	0.843711843712	1638
27	5_yneuron_epoch_27.dn	0.4	0.3	126	1343	0	169	1466	0.894993894994	1638
27	5_yneuron_epoch_27.dn	0.4	0.35	203	1336	0	99	1528	0.932844932845	1638
27	5_yneuron_epoch_27.dn	0.4	0.4	240	1287	0	111	1513	0.923687423687	1638
27	5_yneuron_epoch_27.dn	0.4	0.45	262	1259	0	117	1507	0.920024420024	1638
27	5_yneuron_epoch_27.dn	0.4	0.5	272	1234	0	132	1491	0.910256410256	1638
27	5_yneuron_epoch_27.dn	0.4	0.6	286	1166	0	186	1437	0.877289377289	1638
27	5_yneuron_epoch_27.dn	0.4	0.7	290	1061	0	287	1336	0.815628815629	1638
27	5_yneuron_epoch_27.dn	0.4	0.8	294	748	0	596	1027	0.626984126984	1638
27	5_yneuron_epoch_27.dn	0.4	0.9	295	251	0	1092	531	0.324175824176	1638
27	5_yneuron_epoch_27.dn	0.45	0.05	0	1343	0	295	1343	0.819902319902	1638
27	5_yneuron_epoch_27.dn	0.45	0.1	0	1343	0	295	1343	0.819902319902	1638
27	5_yneuron_epoch_27.dn	0.45	0.15	0	1343	0	295	1343	0.819902319902	1638
27	5_yneuron_epoch_27.dn	0.45	0.2	3	1343	0	292	1346	0.821733821734	1638
27	5_yneuron_epoch_27.dn	0.45	0.25	32	1343	0	263	1375	0.839438339438	1638
27	5_yneuron_epoch_27.dn	0.45	0.3	120	1343	0	175	1460	0.891330891331	1638
27	5_yneuron_epoch_27.dn	0.45	0.35	190	1340	0	108	1519	0.92735042735	1638
27	5_yneuron_epoch_27.dn	0.45	0.4	238	1292	0	108	1516	0.925518925519	1638
27	5_yneuron_epoch_27.dn	0.45	0.45	259	1262	0	117	1507	0.920024420024	1638
27	5_yneuron_epoch_27.dn	0.45	0.5	270	1238	0	130	1494	0.912087912088	1638
27	5_yneuron_epoch_27.dn	0.45	0.6	285	1172	0	181	1442	0.880341880342	1638
27	5_yneuron_epoch_27.dn	0.45	0.7	290	1076	0	272	1351	0.824786324786	1638
27	5_yneuron_epoch_27.dn	0.45	0.8	294	770	0	574	1049	0.640415140415	1638
27	5_yneuron_epoch_27.dn	0.45	0.9	295	270	0	1073	550	0.335775335775	1638
27	5_yneuron_epoch_27.dn	0.5	0.05	0	1343	0	295	1343	0.819902319902	1638
27	5_yneuron_epoch_27.dn	0.5	0.1	0	1343	0	295	1343	0.819902319902	1638
27	5_yneuron_epoch_27.dn	0.5	0.15	0	1343	0	295	1343	0.819902319902	1638
27	5_yneuron_epoch_27.dn	0.5	0.2	3	1343	0	292	1346	0.821733821734	1638
27	5_yneuron_epoch_27.dn	0.5	0.25	29	1343	0	266	1372	0.837606837607	1638
27	5_yneuron_epoch_27.dn	0.5	0.3	110	1343	0	185	1451	0.885836385836	1638
27	5_yneuron_epoch_27.dn	0.5	0.35	184	1342	0	112	1516	0.925518925519	1638
27	5_yneuron_epoch_27.dn	0.5	0.4	233	1296	0	109	1516	0.925518925519	1638
27	5_yneuron_epoch_27.dn	0.5	0.45	259	1268	0	111	1513	0.923687423687	1638
27	5_yneuron_epoch_27.dn	0.5	0.5	269	1244	0	125	1499	0.91514041514	1638
27	5_yneuron_epoch_27.dn	0.5	0.6	284	1173	0	181	1442	0.880341880342	1638
27	5_yneuron_epoch_27.dn	0.5	0.7	289	1088	0	261	1362	0.831501831502	1638
27	5_yneuron_epoch_27.dn	0.5	0.8	293	786	0	559	1064	0.649572649573	1638
27	5_yneuron_epoch_27.dn	0.5	0.9	295	278	0	1065	558	0.340659340659	1638
27	5_yneuron_epoch_27.dn	0.6	0.05	0	1343	0	295	1343	0.819902319902	1638
27	5_yneuron_epoch_27.dn	0.6	0.1	0	1343	0	295	1343	0.819902319902	1638
27	5_yneuron_epoch_27.dn	0.6	0.15	0	1343	0	295	1343	0.819902319902	1638
27	5_yneuron_epoch_27.dn	0.6	0.2	2	1343	0	293	1345	0.821123321123	1638
27	5_yneuron_epoch_27.dn	0.6	0.25	21	1343	0	274	1364	0.832722832723	1638
27	5_yneuron_epoch_27.dn	0.6	0.3	94	1343	0	201	1435	0.876068376068	1638
27	5_yneuron_epoch_27.dn	0.6	0.35	166	1343	0	129	1503	0.917582417582	1638
27	5_yneuron_epoch_27.dn	0.6	0.4	224	1310	0	104	1521	0.928571428571	1638
27	5_yneuron_epoch_27.dn	0.6	0.45	253	1275	0	110	1514	0.924297924298	1638
27	5_yneuron_epoch_27.dn	0.6	0.5	267	1255	0	116	1508	0.920634920635	1638
27	5_yneuron_epoch_27.dn	0.6	0.6	283	1182	0	173	1450	0.885225885226	1638
27	5_yneuron_epoch_27.dn	0.6	0.7	288	1107	0	243	1380	0.842490842491	1638
27	5_yneuron_epoch_27.dn	0.6	0.8	293	824	0	521	1102	0.672771672772	1638
27	5_yneuron_epoch_27.dn	0.6	0.9	295	308	0	1035	588	0.358974358974	1638
27	5_yneuron_epoch_27.dn	0.7	0.05	0	1343	0	295	1343	0.819902319902	1638
27	5_yneuron_epoch_27.dn	0.7	0.1	0	1343	0	295	1343	0.819902319902	1638
27	5_yneuron_epoch_27.dn	0.7	0.15	0	1343	0	295	1343	0.819902319902	1638
27	5_yneuron_epoch_27.dn	0.7	0.2	2	1343	0	293	1345	0.821123321123	1638
27	5_yneuron_epoch_27.dn	0.7	0.25	15	1343	0	280	1358	0.82905982906	1638
27	5_yneuron_epoch_27.dn	0.7	0.3	66	1343	0	229	1408	0.859584859585	1638
27	5_yneuron_epoch_27.dn	0.7	0.35	146	1343	0	149	1485	0.906593406593	1638
27	5_yneuron_epoch_27.dn	0.7	0.4	214	1322	0	102	1523	0.929792429792	1638
27	5_yneuron_epoch_27.dn	0.7	0.45	244	1283	0	111	1513	0.923687423687	1638
27	5_yneuron_epoch_27.dn	0.7	0.5	265	1260	0	113	1511	0.922466422466	1638
27	5_yneuron_epoch_27.dn	0.7	0.6	278	1196	0	164	1459	0.89072039072	1638
27	5_yneuron_epoch_27.dn	0.7	0.7	286	1128	0	224	1399	0.85409035409	1638
27	5_yneuron_epoch_27.dn	0.7	0.8	293	858	0	487	1136	0.693528693529	1638
27	5_yneuron_epoch_27.dn	0.7	0.9	295	346	0	997	626	0.382173382173	1638
27	5_yneuron_epoch_27.dn	0.8	0.05	0	1343	0	295	1343	0.819902319902	1638
27	5_yneuron_epoch_27.dn	0.8	0.1	0	1343	0	295	1343	0.819902319902	1638
27	5_yneuron_epoch_27.dn	0.8	0.15	0	1343	0	295	1343	0.819902319902	1638
27	5_yneuron_epoch_27.dn	0.8	0.2	0	1343	0	295	1343	0.819902319902	1638
27	5_yneuron_epoch_27.dn	0.8	0.25	5	1343	0	290	1348	0.822954822955	1638
27	5_yneuron_epoch_27.dn	0.8	0.3	49	1343	0	246	1391	0.849206349206	1638
27	5_yneuron_epoch_27.dn	0.8	0.35	135	1343	0	160	1474	0.899877899878	1638
27	5_yneuron_epoch_27.dn	0.8	0.4	204	1332	0	102	1523	0.929792429792	1638
27	5_yneuron_epoch_27.dn	0.8	0.45	235	1291	0	112	1512	0.923076923077	1638
27	5_yneuron_epoch_27.dn	0.8	0.5	261	1266	0	111	1513	0.923687423687	1638
27	5_yneuron_epoch_27.dn	0.8	0.6	276	1218	0	144	1479	0.90293040293	1638
27	5_yneuron_epoch_27.dn	0.8	0.7	285	1141	0	212	1411	0.861416361416	1638
27	5_yneuron_epoch_27.dn	0.8	0.8	293	892	0	453	1170	0.714285714286	1638
